plan_id,carrier,plan_name,monthly_fee,data_gb,is_unlimited,voice_min,sms_count,qos_speed,category,benefits
찬스모바일_LTE_02,찬스모바일,음성기본 4.5GB+,100,4.5,1,999,999,1Mbps,LTE,"정상가 11,000원, 할인 6개월, 유심/배송비 무료, 평점 4.5"
이야기모바일_LTE_03,이야기모바일,이야기 라이트 4.5GB+,10,4.5,1,999,999,1Mbps,LTE,"정상가 20,900원, 할인 6개월, 네이버페이 5,000원, 평점 4.5"
핀다이렉트_LTE_02,핀다이렉트,[K] 핀다이렉트Z Max (100GB)(0) _PIN,32900,100.0,1,999,999,5Mbps,LTE,"3대 마트 상품권 2만원, KT 데이터 결합 (추가데이터 20GB), 평점 4.2"
스마텔_LTE_03,스마텔,CU 스위트 무제한 100GB+,17000,100.0,1,999,999,5Mbps,LTE,"정상가 46,200원, 할인 7개월, 평점 4.2"
스마텔_LTE_04,스마텔,스위트 100GB+(밀리의서재),17000,100.0,1,999,999,5Mbps,LTE,"정상가 47,300원, 할인 7개월, 평점 4.2"
핀다이렉트_LTE_03,핀다이렉트,[모요only] [K] 핀다이렉트Z Max (100GB) _PIN,17000,100.0,1,999,999,5Mbps,LTE,"정상가 38,000원, 할인 7개월, 3대 마트 상품권 2만원, KT 데이터 결합 (추가데이터 20GB), 평점 4.2"
쉐이크모바일_LTE_02,쉐이크모바일,[모요only] 쉐이크 LTE 100GB+_밀리의서재,17000,100.0,1,999,999,5Mbps,LTE,"정상가 45,100원, 할인 7개월, 밀리의 서재 구독권 지급 이벤트, 매월 1천원 요금할인 (팝테일 가입·인증), 3대 마트 상품권 2만원, SOLO결합(+20GB), 데이터쿠폰 20GB, 평점 4.3"
쉐이크모바일_LTE_03,쉐이크모바일,[모요only] 쉐이크 LTE 100GB+_모아진 전자 구독,17000,100.0,1,999,999,5Mbps,LTE,"정상가 45,100원, 할인 7개월, 모아진(전자잡지) 무료 구독권, 3대 마트 상품권 2만원, SOLO결합(+20GB), 데이터쿠폰 20GB, 평점 4.3"
마블링_LTE_01,마블링,[모요only] 마블링 프라임 100GB+5Mbps,17000,100.0,1,999,999,5Mbps,LTE,"정상가 38,119원, 할인 7개월, 평점 4.3"
이지모바일_LTE_04,이지모바일,EG 무제한 100G+5(밀리의 서재),17000,100.0,1,999,999,5Mbps,LTE,"정상가 44,000원, 할인 7개월, 밀리의 서재 이용권 제공, 5대 마트 상품권 2만원, 일반유심/배송비 무료, 평점 4.3"
이지모바일_LTE_05,이지모바일,EG CU 무제한 100G+5,17000,100.0,1,999,999,5Mbps,LTE,"정상가 44,000원, 할인 7개월, 5대 마트 상품권 2만원, 일반유심/배송비 무료, 평점 4.3"
이지모바일_LTE_06,이지모바일,EG 무제한 100G+5(Npay),17000,100.0,1,999,999,5Mbps,LTE,"정상가 47,850원, 할인 7개월, 5대 마트 상품권 2만원, 일반유심/배송비 무료, 평점 4.3"
KG모바일_LTE_02,KG모바일,"[모요 전용] 통화, 데이터 마음대로 100GB+",17000,100.0,1,999,999,5Mbps,LTE,"정상가 41,900원, 할인 7개월, 네이버페이 10,000원, 유독 쿠폰(구글 AI Pro,도미노피자 할인), 평점 4.6"
KG모바일_LTE_03,KG모바일,"[KG모바일 스페셜] 통화, 데이터 마음대로 100GB+",17050,100.0,1,999,999,5Mbps,LTE,"정상가 47,300원, 할인 7개월, 해피콘 상품권 10,000원, 유독 쿠폰(구글 AI Pro,도미노피자 할인), 평점 4.6"
KG모바일_LTE_04,KG모바일,"[모빌카드 스페셜] 통화, 데이터 마음대로 100GB+",17050,100.0,1,999,999,5Mbps,LTE,"정상가 47,300원, 할인 7개월, 네이버페이 10,000원, 일반 유심/배송비 무료, 유독 쿠폰(구글 AI Pro,도미노피자 할인), 평점 4.6"
슈가모바일_LTE_01,슈가모바일,슈가칩 100GB++,17100,100.0,1,999,999,5Mbps,LTE,"정상가 49,000원, 할인 7개월, 평점 4.6"
고고모바일_LTE_02,고고모바일,[모요only] LTE 무제한 100GB+5M(CU20%할인)_추천,17000,100.0,1,999,999,5Mbps,LTE,"정상가 38,060원, 할인 7개월, CU 20% 오프라인 결제할인, 3대 마트 상품권 2만원, 추가데이터 20GB 제공, KT유심&배송비 무료, 원스토리 3,000P 쿠폰 , 평점 4.2"
이지모바일_LTE_07,이지모바일,이지 무한 100GB+5,17000,100.0,1,999,999,5Mbps,LTE,"정상가 46,200원, 할인 7개월, 일반유심/배송비 무료, 평점 4.3"
핀다이렉트_LTE_04,핀다이렉트,[모요only] [S] 핀다이렉트Z Max _PIN,17050,100.0,1,999,999,5Mbps,LTE,"정상가 42,900원, 할인 7개월, SKT 데이터 결합 (추가데이터 20GB), 평점 4.2"
인스모바일_LTE_02,인스모바일,인스 유심 스트롱 100GB+,17000,100.0,1,999,999,5Mbps,LTE,"정상가 41,390원, 할인 7개월, 평점 4.4"
고고모바일_LTE_03,고고모바일,[모요only] 무제한 100GB+5Mbps(밀리의서재 Free),17000,100.0,1,999,999,5Mbps,LTE,"정상가 42,900원, 할인 7개월, 밀리의 서재 구독권(11,900원 상당) 제공, 3대 마트 상품권 2만원, 원스토리 3,000P 쿠폰 , 데이터쿠폰 20GB x 3회, 평점 4.2"
고고모바일_LTE_04,고고모바일,[모요only] LTE 무제한 100GB+5M(CU20%할인),17000,100.0,1,999,999,5Mbps,LTE,"정상가 42,900원, 할인 7개월, CU 20% 오프라인 결제할인, 3대 마트 상품권 2만원, 추가데이터 20GB 제공, KT유심&배송비 무료, 원스토리 3,000P 쿠폰 , 데이터쿠폰 20GB x 3회, 평점 4.2"
고고모바일_LTE_05,고고모바일,[모요only] 무제한 100GB+5M(매월 네이버페이5000P),17000,100.0,1,999,999,5Mbps,LTE,"정상가 46,200원, 할인 7개월, 네이버페이 매월 5,000P 제공, 3대 마트 상품권 2만원, 원스토리 3,000P 쿠폰 , 데이터쿠폰 20GB x 3회, 평점 4.2"
고고모바일_LTE_06,고고모바일,[모요only] 무제한 100GB+5M(다이소 5000원),17000,100.0,1,999,999,5Mbps,LTE,"정상가 46,200원, 할인 7개월, 다이소상품권 매월 5,000원 제공, 3대 마트 상품권 2만원, 추가데이터 20GB 제공, KT유심&배송비 무료, 원스토리 3,000P 쿠폰 , 데이터쿠폰 20GB x 3회, 평점 4.2"
고고모바일_LTE_07,고고모바일,[모요only] 무제한 100GB+5M(올리브영 5000원),17000,100.0,1,999,999,5Mbps,LTE,"정상가 46,200원, 할인 7개월, 올리브영 상품권 매월 5,000원 제공, 3대 마트 상품권 2만원, 추가데이터 20GB 제공, KT유심&배송비 무료, 원스토리 3,000P 쿠폰 , 데이터쿠폰 20GB x 3회, 평점 4.2"
티플러스_LTE_01,티플러스,KT 100GB+ (밀리의서재+올리브영 매월 1만원 상품권!),17000,100.0,1,999,999,5Mbps,LTE,"정상가 44,000원, 할인 7개월, 밀리의 서재 전자책 정기구독 혜택 매월 제공, 3대 마트 상품권 2만원 증정, 올리브영 12개월간 매월 4,000원 상품권, 올리브영 7개월간 매월 6,000원 상품권, 평점 4.3"
티플러스_LTE_02,티플러스,KT 100GB+ (CU 매월 20%+올리브영 매월 1만원 상품권!),17000,100.0,1,999,999,5Mbps,LTE,"정상가 44,000원, 할인 7개월, 3대 마트 상품권 2만원 증정, CU 오프라인 점포 결제시 20% 할인 제공, 올리브영 7개월간 매월 6,000원 상품권, 매월 카테고리 3종 중 택1 10% 할인권, 올리브영 12개월간 매월 4,000원 상품권, 평점 4.3"
찬스모바일_LTE_03,찬스모바일,[모요only] [CH]100GB+5Mbps,17000,100.0,1,999,999,5Mbps,LTE,"정상가 38,119원, 할인 7개월, 평점 4.5"
스마텔_LTE_05,스마텔,스위트 100GB+(올영 3000),18400,100.0,1,999,999,5Mbps,LTE,"정상가 47,630원, 할인 7개월, 평점 4.2"
스마텔_LTE_06,스마텔,스위트 100GB+(다이소 3000),18400,100.0,1,999,999,5Mbps,LTE,"정상가 47,630원, 할인 7개월, 평점 4.2"
찬스모바일_LTE_04,찬스모바일,100GB+5Mbps,17000,100.0,1,999,999,5Mbps,LTE,"정상가 42,900원, 할인 7개월, 유심/배송비 무료, 평점 4.5"
핀다이렉트_LTE_05,핀다이렉트,[K] 핀다이렉트Z 100GB+(네이버페이)(0) _PIN,35900,100.0,1,999,999,5Mbps,LTE,"네이버페이 5,000P 매월 평생 제공, 3대 마트 상품권 2만원, KT 데이터 결합 (추가데이터 20GB), 평점 4.2"
쉐이크모바일_LTE_04,쉐이크모바일,[모요핫딜] 2월한정 쉐이크 LTE 15GB+/100분_모아진 전자 구독(평생),13000,15.0,1,100,100,3Mbps,LTE,"정상가 33,000원, 할인 7개월, 모아진(전자잡지) 무료 구독권, [2월 한정] 네이버페이 10,000원, 매월 1천원 요금할인 (팝테일 가입·인증), 3대 마트 상품권 2만원, SOLO결합(+10GB), 평점 4.3"
시월모바일_LTE_01,시월모바일,[모요only] 시월 무제한 100GB+5Mbps,17000,100.0,1,999,999,5Mbps,LTE,"정상가 38,119원, 할인 7개월, 네이버페이 10,000원, 평점 4.5"
시월모바일_LTE_02,시월모바일,시월 무제한 100GB+5Mbps,17000,100.0,1,999,999,5Mbps,LTE,"정상가 46,260원, 할인 7개월, 네이버페이 10,000원, 평점 4.5"
이야기모바일_LTE_04,이야기모바일,이야기 스페셜S 100GB+,17000,100.0,1,999,999,5Mbps,LTE,"정상가 49,500원, 할인 7개월, 네이버페이 5,000원, 평점 4.5"
스마텔_LTE_07,스마텔,스위트 100GB+(올영 5000),19300,100.0,1,999,999,5Mbps,LTE,"정상가 48,510원, 할인 7개월, 평점 4.2"
이야기모바일_LTE_05,이야기모바일,이야기 스페셜 100GB+,17000,100.0,1,999,999,5Mbps,LTE,"정상가 46,200원, 할인 7개월, 네이버페이 5,000원, 평점 4.5"
이지모바일_LTE_08,이지모바일,EG 무제한 100G+5(웨이브),18500,100.0,1,999,999,5Mbps,LTE,"정상가 46,200원, 할인 7개월, 5대 마트 상품권 2만원, 일반유심/배송비 무료, 평점 4.3"
에르엘_LTE_01,에르엘,[모요only] 음성기본100GB+,19000,100.0,1,999,999,5Mbps,LTE,"정상가 43,500원, 할인 7개월, 평점 4.4"
에르엘_LTE_02,에르엘,음성기본100GB+,19000,100.0,1,999,999,5Mbps,LTE,"정상가 45,100원, 할인 7개월, 평점 4.4"
티플러스_LTE_03,티플러스,완전마음껏 100GB＋＋(네이버페이 매월 5000P),19000,100.0,1,999,999,5Mbps,LTE,"정상가 55,000원, 할인 7개월, 매월 네이버페이 5,000P 쿠폰 증정!, 3대 마트 상품권 2만원 증정, 평점 4.3"
핀다이렉트_LTE_06,핀다이렉트,[모요only] [K] 핀다이렉트Z + 밀리의서재 _PIN,14000,60.0,1,999,999,3Mbps,LTE,"정상가 32,800원, 할인 7개월, 밀리의 서재 평생 무료 구독, 3대 마트 상품권 2만원, KT 데이터 결합 (추가데이터 20GB), 평점 4.2"
쉐이크모바일_LTE_05,쉐이크모바일,[모요only] 쉐이크 LTE 11GB+_밀리의서재,14000,60.0,1,999,999,3Mbps,LTE,"정상가 40,700원, 할인 7개월, 밀리의 서재 구독권 지급 이벤트, 매월 1천원 요금할인 (팝테일 가입·인증), 3대 마트 상품권 2만원, SOLO결합(+20GB), 데이터쿠폰 20GB, 평점 4.3"
쉐이크모바일_LTE_06,쉐이크모바일,[모요only] 쉐이크 LTE 11GB+_모아진 전자 구독,14000,60.0,1,999,999,3Mbps,LTE,"정상가 40,700원, 할인 7개월, 모아진(전자잡지) 무료 구독권, 3대 마트 상품권 2만원, SOLO결합(+20GB), 데이터쿠폰 20GB, 평점 4.3"
쉐이크모바일_LTE_07,쉐이크모바일,[모요only] 쉐이크 LTE 11GB+_CU,14000,60.0,1,999,999,3Mbps,LTE,"정상가 40,700원, 할인 7개월, 매월 1천원 요금할인 (팝테일 가입·인증), CU 20% 오프라인 결제할인, 3대 마트 상품권 2만원, SOLO결합(+20GB), 데이터쿠폰 20GB, 평점 4.3"
마블링_LTE_02,마블링,[모요only] 마블링 프라임 11GB+매일2GB+3Mbps,14000,60.0,1,999,999,3Mbps,LTE,"정상가 32,945원, 할인 7개월, 평점 4.3"
KG모바일_LTE_05,KG모바일,"[모요 전용] 통화, 데이터 마음대로 11GB+",14000,60.0,1,999,999,3Mbps,LTE,"정상가 34,960원, 할인 7개월, 네이버페이 10,000원, 유독 쿠폰(구글 AI Pro,도미노피자 할인), 평점 4.6"
모나_LTE_02,모나,더중앙+모나_100G+5M,18700,100.0,1,999,999,5Mbps,LTE,"정상가 48,400원, 할인 7개월, 더중앙플러스 구독권 매월 제공,  NFC 유심 무료 제공, 4대 편의점 최대 10.1%적립, 평점 4.4"
슈가모바일_LTE_02,슈가모바일,슈가칩2 11GB+매일2GB+,14060,60.0,1,999,999,3Mbps,LTE,"정상가 40,900원, 할인 7개월, 평점 4.6"
KG모바일_LTE_06,KG모바일,"[KG모바일 스페셜] 통화, 데이터 마음대로 11GB+",14080,60.0,1,999,999,3Mbps,LTE,"정상가 41,800원, 할인 7개월, 해피콘 상품권 10,000원, 유독 쿠폰(구글 AI Pro,도미노피자 할인), 평점 4.6"
KG모바일_LTE_07,KG모바일,"[모빌카드 스페셜] 통화, 데이터 마음대로 11GB+",14080,60.0,1,999,999,3Mbps,LTE,"정상가 41,800원, 할인 7개월, 네이버페이 10,000원, 일반 유심/배송비 무료, 유독 쿠폰(구글 AI Pro,도미노피자 할인), 평점 4.6"
고고모바일_LTE_08,고고모바일,[모요only] LTE 무제한 11GB+3M(CU20%할인)_추천,14000,60.0,1,999,999,3Mbps,LTE,"정상가 32,890원, 할인 7개월, CU 20% 오프라인 결제할인, 3대 마트 상품권 2만원, 추가데이터 20GB 제공, KT유심&배송비 무료, 원스토리 3,000P 쿠폰 , 평점 4.2"
이지모바일_LTE_09,이지모바일,[Npay1만]이지 무한 71GB+3,14000,60.0,1,999,999,3Mbps,LTE,"정상가 39,600원, 할인 7개월, 네이버페이 10,000원, 네이버페이 10,000원, 일반유심/배송비 무료, 평점 4.3"
인스모바일_LTE_03,인스모바일,인스 유심 스트롱 11GB+,14000,60.0,1,999,999,3Mbps,LTE,"정상가 34,820원, 할인 7개월, 평점 4.4"
고고모바일_LTE_09,고고모바일,[모요only] LTE 무제한 11GB+3M(CU20%할인),14000,60.0,1,999,999,3Mbps,LTE,"정상가 37,400원, 할인 7개월, CU 20% 오프라인 결제할인, 3대 마트 상품권 2만원, 추가데이터 20GB 제공, KT유심&배송비 무료, 원스토리 3,000P 쿠폰 , 데이터쿠폰 20GB x 3회, 평점 4.2"
고고모바일_LTE_10,고고모바일,[모요only] LTE 무제한 11GB+3M(CU20%할인),14000,60.0,1,999,999,3Mbps,LTE,"정상가 37,400원, 할인 7개월, CU 20% 오프라인 결제할인, 3대 마트 상품권 2만원, 추가데이터 20GB 제공, KT유심&배송비 무료, 원스토리 3,000P 쿠폰 , 데이터쿠폰 20GB x 3회, 평점 4.2"
고고모바일_LTE_11,고고모바일,[모요only] 무제한 11GB+3M(매월 네이버페이5000P),14000,60.0,1,999,999,3Mbps,LTE,"정상가 39,600원, 할인 7개월, 네이버페이 매월 5,000P 제공, 3대 마트 상품권 2만원, 원스토리 3,000P 쿠폰 , 데이터쿠폰 20GB x 3회, 평점 4.2"
고고모바일_LTE_12,고고모바일,[모요only] 무제한 11GB+3M(올리브영 5000원),14000,60.0,1,999,999,3Mbps,LTE,"정상가 39,600원, 할인 7개월, 올리브영 상품권 매월 5,000원 제공, 3대 마트 상품권 2만원, 추가데이터 20GB 제공, KT유심&배송비 무료, 원스토리 3,000P 쿠폰 , 데이터쿠폰 20GB x 3회, 평점 4.2"
고고모바일_LTE_13,고고모바일,[모요only] 무제한 11GB+3M(다이소 5000원),14000,60.0,1,999,999,3Mbps,LTE,"정상가 39,600원, 할인 7개월, 다이소상품권 매월 5,000원 제공, 3대 마트 상품권 2만원, 추가데이터 20GB 제공, KT유심&배송비 무료, 원스토리 3,000P 쿠폰 , 데이터쿠폰 20GB x 3회, 평점 4.2"
핀다이렉트_LTE_07,핀다이렉트,[모요only] [S] 핀다이렉트Z _PIN,14080,60.0,1,999,999,3Mbps,LTE,"정상가 39,600원, 할인 7개월, SKT 데이터 결합 (추가데이터 20GB), 평점 4.2"
U+유모바일_LTE_01,U+유모바일,[평생할인]100GB+/통화기본,38200,100.0,1,999,999,5Mbps,LTE,"매달 Npay 1.5만원(18만), 가족결합시 Npay 10% 혜택(다모아 결합), 12만원 혜택(매월 이마트24 5천원), 우리결합시, 데이터 20GB 추가 증정, 평점 4.4"
티플러스_LTE_04,티플러스,KT 11GB+ (CU 매월 20%+올리브영 매월 7천원 상품권!),14000,60.0,1,999,999,3Mbps,LTE,"정상가 44,000원, 할인 7개월, 3대 마트 상품권 2만원 증정, 매월 카테고리 3종 중 택1 10% 할인권, 올리브영 7개월간 매월 3,000원 상품권, CU 오프라인 점포 결제시 20% 할인 제공, 올리브영 12개월간 매월 4,000원 상품권, 평점 4.3"
티플러스_LTE_05,티플러스,KT 11GB+ (밀리의서재+올리브영 매월 7천원 상품권!),14000,60.0,1,999,999,3Mbps,LTE,"정상가 45,100원, 할인 7개월, 밀리의 서재 전자책 정기구독 혜택 매월 제공, 3대 마트 상품권 2만원 증정, 올리브영 7개월간 매월 3,000원 상품권, 올리브영 12개월간 매월 4,000원 상품권, 평점 4.3"
찬스모바일_LTE_05,찬스모바일,[모요only] 알찬 음성기본 11GB+일 2GB+,14000,60.0,1,999,999,3Mbps,LTE,"정상가 32,945원, 할인 7개월, 평점 4.5"
스마텔_LTE_08,스마텔,스마트 11GB+,14000,60.0,1,999,999,3Mbps,LTE,"정상가 40,700원, 할인 7개월, 평점 4.2"
핀다이렉트_LTE_08,핀다이렉트,[L] 핀다이렉트Z 100GB+,17000,100.0,1,999,999,5Mbps,LTE,"정상가 44,000원, 할인 7개월, 평점 4.2"
시월모바일_LTE_03,시월모바일,쿠폰팩베이직 통화기본100GB+,20000,100.0,1,999,999,5Mbps,LTE,"정상가 48,490원, 할인 7개월, 12개월간 월 5000원씩(네이버페이 가능), 평점 4.5"
스마텔_LTE_09,스마텔,스마일 100GB+,17000,100.0,1,999,999,5Mbps,LTE,"정상가 47,300원, 할인 7개월, 평점 4.2"
시월모바일_LTE_04,시월모바일,[모요only] 시월 무제한 11GB+매일2GB+3Mbps,14000,60.0,1,999,999,3Mbps,LTE,"정상가 32,945원, 할인 7개월, 네이버페이 10,000원, 평점 4.5"
시월모바일_LTE_05,시월모바일,시월 무제한 11GB+매일2GB+3Mbps,14000,60.0,1,999,999,3Mbps,LTE,"정상가 39,630원, 할인 7개월, 네이버페이 10,000원, 평점 4.5"
U+유모바일_LTE_02,U+유모바일,📺티빙12개월) eBook & 롯데시네마 100GB+,39100,100.0,1,999,999,5Mbps,LTE,"세계문학전집 100권, 매달 전자책 1권(24개월 간 지급), 티빙 구독권 지급(12개월간), 매달 영화할인권 2매(12개월 간 지급), 가족결합시 Npay 10% 혜택(다모아 결합), 우리결합시, 데이터 20GB 추가 증정, 평점 4.4"
이야기모바일_LTE_06,이야기모바일,이야기 스탠다드S 11GB+,14000,60.0,1,999,999,3Mbps,LTE,"정상가 39,600원, 할인 7개월, 네이버페이 5,000원, 평점 4.5"
스마텔_LTE_10,스마텔,후후 스마일 100GB+,17330,100.0,1,999,999,5Mbps,LTE,"정상가 47,630원, 할인 7개월, 평점 4.2"
이지모바일_LTE_10,이지모바일,EG 데이터 71G+3(밀리의 서재),15000,60.0,1,999,999,3Mbps,LTE,"정상가 37,400원, 할인 7개월, 밀리의 서재 이용권 제공, 5대 마트 상품권 2만원, 일반유심/배송비 무료, 평점 4.3"
이지모바일_LTE_11,이지모바일,[Npay2만원]EG 무한 11G+3,15000,60.0,1,999,999,3Mbps,LTE,"정상가 37,400원, 할인 7개월, 네이버페이 10,000원, 네이버페이 20,000원, 5대 마트 상품권 2만원, 일반유심/배송비 무료, 평점 4.3"
이지모바일_LTE_12,이지모바일,[Npay2만원]EG 무한 11G+3,15000,60.0,1,999,999,3Mbps,LTE,"정상가 37,400원, 할인 7개월, 네이버페이 10,000원, 네이버페이 20,000원, 5대 마트 상품권 2만원, 일반유심/배송비 무료, 평점 4.3"
스마텔_LTE_11,스마텔,후후 스마트 11GB+,14330,60.0,1,999,999,3Mbps,LTE,"정상가 41,030원, 할인 7개월, 평점 4.2"
이지모바일_LTE_13,이지모바일,EG 무제한 11G+3(배민),15000,60.0,1,999,999,3Mbps,LTE,"정상가 41,250원, 할인 7개월, 5대 마트 상품권 2만원, 일반유심/배송비 무료, 평점 4.3"
이지모바일_LTE_14,이지모바일,EG 무제한 11G+3(NPAY),15000,60.0,1,999,999,3Mbps,LTE,"정상가 41,250원, 할인 7개월, 5대 마트 상품권 2만원, 일반유심/배송비 무료, 평점 4.3"
U+유모바일_LTE_03,U+유모바일,[올리브영 12만원] 100GB+,39200,100.0,1,999,999,5Mbps,LTE,"매달 Npay 1.5만원(18만), 가족결합시 Npay 10% 혜택(다모아 결합), 올리브영 12만원 혜택, 우리결합시, 데이터 20GB 추가 증정, 평점 4.4"
모나_LTE_03,모나,수다맘껏데이터71G+,14080,60.0,1,999,999,3Mbps,LTE,"정상가 39,600원, 할인 7개월,  NFC 유심 무료 제공, 4대 편의점 최대 10.1%적립, 평점 4.4"
모나_LTE_04,모나,더중앙+모나_11G+일2G,14080,60.0,1,999,999,3Mbps,LTE,"정상가 39,600원, 할인 7개월, 더중앙플러스 구독권 매월 제공,  NFC 유심 무료 제공, 4대 편의점 최대 10.1%적립, 평점 4.4"
이지모바일_LTE_15,이지모바일,EG 무제한 71G+3(멜론),15500,60.0,1,999,999,3Mbps,LTE,"정상가 39,600원, 할인 7개월, 멜론 이용권 제공, 5대 마트 상품권 2만원, 일반유심/배송비 무료, 평점 4.3"
에르엘_LTE_03,에르엘,음성기본11GB+일2GB,16000,60.0,1,999,999,3Mbps,LTE,"정상가 38,500원, 할인 7개월, 평점 4.4"
에르엘_LTE_04,에르엘,[모요only] 음성기본11GB+일2GB,16000,60.0,1,999,999,3Mbps,LTE,"정상가 38,300원, 할인 7개월, 평점 4.4"
U+유모바일_LTE_04,U+유모바일,[쿠팡이츠 12만] 100GB+/통화기본,40700,100.0,1,999,999,5Mbps,LTE,"매달 Npay 1.5만원(18만), 가족결합시 Npay 10% 혜택(다모아 결합), 매달 쿠팡이츠 1만원(12만), 우리결합시, 데이터 20GB 추가 증정, 평점 4.4"
티플러스_LTE_06,티플러스,완전마음껏 11GB＋＋(배달의민족 매월 5000P),16000,60.0,1,999,999,3Mbps,LTE,"정상가 40,900원, 할인 7개월, 3대 마트 상품권 2만원 증정, 매월 배달의민족 2,500P 쿠폰 2매 제공, 평점 4.3"
티플러스_LTE_07,티플러스,완전마음껏 11GB＋＋(네이버페이 매월 5000P),16000,60.0,1,999,999,3Mbps,LTE,"정상가 40,900원, 할인 7개월, 매월 네이버페이 5,000P 쿠폰 증정!, 3대 마트 상품권 2만원 증정, 평점 4.3"
티플러스_LTE_08,티플러스,완전마음껏 11GB＋＋(멜론 매월 6900P),16000,60.0,1,999,999,3Mbps,LTE,"정상가 44,800원, 할인 7개월, 멜론 캐쉬 6,900P 매월 제공, 3대 마트 상품권 2만원 증정, 평점 4.3"
티플러스_LTE_09,티플러스,완전마음껏 11GB＋＋(왓챠 베이직 매월 무료),16000,60.0,1,999,999,3Mbps,LTE,"정상가 44,400원, 할인 7개월, 왓챠 베이직 무료 이용권 제공, 3대 마트 상품권 2만원 증정, 평점 4.3"
모나_LTE_05,모나,리타민_100G+5M,21890,100.0,1,999,999,5Mbps,LTE,"정상가 48,400원, 할인 7개월, 리타민 이용권 매월 제공, 더중앙플러스 구독권 매월 제공,  NFC 유심 무료 제공, 4대 편의점 최대 10.1%적립, 평점 4.4"
슈가모바일_LTE_03,슈가모바일,MANIA 통화무제한 100GB++,24060,100.0,1,999,999,5Mbps,LTE,"정상가 50,900원, 할인 24개월, 평점 4.6"
